cycle,branch,forecastdate,district,candidateA,candidateB,displaystep,description,margin,lite_weight,classic_weight,deluxe_weight,simulations,timestamp
2022,House,11/8/22,WI-8,All others,Mike Gallagher,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-7,Richard Dick Ausman,Tom Tiffany,4,Expert ratings adjusted for national environment,-32.89552,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-7,Richard Dick Ausman,Tom Tiffany,3,Fundamentals (non-polling factors),-31.5954,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-7,Richard Dick Ausman,Tom Tiffany,2,CANTOR (analysis of comparable disticts),-28.53994,.8358126,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-7,Richard Dick Ausman,Tom Tiffany,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-6,(unopposed),Glenn Grothman,4,Expert ratings adjusted for national environment,19.6087,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-6,(unopposed),Glenn Grothman,3,Fundamentals (non-polling factors),-100,1.439034,1.439034,1.439034,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-6,(unopposed),Glenn Grothman,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-6,(unopposed),Glenn Grothman,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-5,Mike Van Someren,Scott Fitzgerald,4,Expert ratings adjusted for national environment,-34.63575,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-5,Mike Van Someren,Scott Fitzgerald,3,Fundamentals (non-polling factors),-32.9999,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-5,Mike Van Someren,Scott Fitzgerald,2,CANTOR (analysis of comparable disticts),-33.57136,.8358126,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-5,Mike Van Someren,Scott Fitzgerald,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-4,Gwen Moore,Tim Rogers,4,Expert ratings adjusted for national environment,44.44276,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-4,Gwen Moore,Tim Rogers,3,Fundamentals (non-polling factors),45.45443,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-4,Gwen Moore,Tim Rogers,2,CANTOR (analysis of comparable disticts),49.8817,.8358126,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-4,Gwen Moore,Tim Rogers,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-3,Brad Pfaff,Derrick Van Orden,4,Expert ratings adjusted for national environment,-3.502955,0,0,1.548584,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-3,Brad Pfaff,Derrick Van Orden,3,Fundamentals (non-polling factors),-5.613428,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-3,Brad Pfaff,Derrick Van Orden,2,CANTOR (analysis of comparable disticts),-3.500203,.3341596,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-3,Brad Pfaff,Derrick Van Orden,1,Polls adjusted for house effects & other factors,-9.684689,1.66584,1.66584,1.66584,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-2,Mark Pocan,Erik Olsen,4,Expert ratings adjusted for national environment,32.99928,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-2,Mark Pocan,Erik Olsen,3,Fundamentals (non-polling factors),33.56371,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-2,Mark Pocan,Erik Olsen,2,CANTOR (analysis of comparable disticts),41.63554,.8358126,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-2,Mark Pocan,Erik Olsen,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-1,Ann Roe,Bryan Steil,4,Expert ratings adjusted for national environment,-23.83237,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-1,Ann Roe,Bryan Steil,3,Fundamentals (non-polling factors),-16.7891,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-1,Ann Roe,Bryan Steil,2,CANTOR (analysis of comparable disticts),-15.34824,.8358126,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WI-1,Ann Roe,Bryan Steil,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-9,Adam Smith,Doug Basler,4,Expert ratings adjusted for national environment,38.52277,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-9,Adam Smith,Doug Basler,3,Fundamentals (non-polling factors),39.87368,0,1.342794,1.342794,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-9,Adam Smith,Doug Basler,2,CANTOR (analysis of comparable disticts),41.76223,.8358126,.0962403,.0962403,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-9,Adam Smith,Doug Basler,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-8,Kim Schrier,Matt Larkin,4,Expert ratings adjusted for national environment,3.796857,0,0,1.105875,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-8,Kim Schrier,Matt Larkin,3,Fundamentals (non-polling factors),3.331169,0,1.342794,1.342794,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-8,Kim Schrier,Matt Larkin,2,CANTOR (analysis of comparable disticts),4.459562,.8358126,.0962403,.0962403,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-8,Kim Schrier,Matt Larkin,1,Polls adjusted for house effects & other factors,3.561634,.7782197,.7782197,.7782197,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-7,Pramila Jayapal,Cliff Moon,4,Expert ratings adjusted for national environment,68.58547,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-7,Pramila Jayapal,Cliff Moon,3,Fundamentals (non-polling factors),70.41704,0,1.342794,1.342794,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-7,Pramila Jayapal,Cliff Moon,2,CANTOR (analysis of comparable disticts),65.30576,.8358126,.0962403,.0962403,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-7,Pramila Jayapal,Cliff Moon,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-6,Derek Kilmer,Elizabeth Kreiselmaier,4,Expert ratings adjusted for national environment,20.91894,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-6,Derek Kilmer,Elizabeth Kreiselmaier,3,Fundamentals (non-polling factors),16.07939,0,1.342794,1.342794,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-6,Derek Kilmer,Elizabeth Kreiselmaier,2,CANTOR (analysis of comparable disticts),18.30113,.8358126,.0962403,.0962403,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-6,Derek Kilmer,Elizabeth Kreiselmaier,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-5,Natasha Hill,Cathy McMorris Rodgers,4,Expert ratings adjusted for national environment,-23.95729,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-5,Natasha Hill,Cathy McMorris Rodgers,3,Fundamentals (non-polling factors),-18.86879,0,1.342794,1.342794,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-5,Natasha Hill,Cathy McMorris Rodgers,2,CANTOR (analysis of comparable disticts),-23.25795,.8358126,.0962403,.0962403,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-5,Natasha Hill,Cathy McMorris Rodgers,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-4,Doug White,Dan Newhouse,4,Expert ratings adjusted for national environment,-35.28913,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-4,Doug White,Dan Newhouse,3,Fundamentals (non-polling factors),-33.94261,0,1.342794,1.342794,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-4,Doug White,Dan Newhouse,2,CANTOR (analysis of comparable disticts),-30.74689,.8358126,.0962403,.0962403,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-4,Doug White,Dan Newhouse,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-3,Marie Gluesenkamp Perez,Joe Kent,4,Expert ratings adjusted for national environment,-15.80329,0,0,1.498548,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-3,Marie Gluesenkamp Perez,Joe Kent,3,Fundamentals (non-polling factors),-16.57596,0,1.342794,1.342794,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-3,Marie Gluesenkamp Perez,Joe Kent,2,CANTOR (analysis of comparable disticts),-6.264137,.4344815,.0962403,.0962403,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-3,Marie Gluesenkamp Perez,Joe Kent,1,Polls adjusted for house effects & other factors,-7.003971,1.565518,1.565518,1.565518,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-2,Rick Larsen,Dan Matthews,4,Expert ratings adjusted for national environment,24.4257,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-2,Rick Larsen,Dan Matthews,3,Fundamentals (non-polling factors),25.36775,0,1.342794,1.342794,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-2,Rick Larsen,Dan Matthews,2,CANTOR (analysis of comparable disticts),22.79799,.8358126,.0962403,.0962403,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-2,Rick Larsen,Dan Matthews,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-1,Suzan DelBene,Vincent J. Cavaleri,4,Expert ratings adjusted for national environment,22.55544,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-1,Suzan DelBene,Vincent J. Cavaleri,3,Fundamentals (non-polling factors),22.18905,0,1.342794,1.342794,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-1,Suzan DelBene,Vincent J. Cavaleri,2,CANTOR (analysis of comparable disticts),28.90885,.8358126,.0962403,.0962403,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-1,Suzan DelBene,Vincent J. Cavaleri,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-10,Marilyn Strickland,Keith R. Swank,4,Expert ratings adjusted for national environment,21.00759,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-10,Marilyn Strickland,Keith R. Swank,3,Fundamentals (non-polling factors),19.46505,0,1.342794,1.342794,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-10,Marilyn Strickland,Keith R. Swank,2,CANTOR (analysis of comparable disticts),16.76271,.8358126,.0962403,.0962403,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,WA-10,Marilyn Strickland,Keith R. Swank,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VT-1,Becca Balint,Liam Madden,4,Expert ratings adjusted for national environment,27.97737,0,0,1.933463,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VT-1,Becca Balint,Liam Madden,3,Fundamentals (non-polling factors),29.69161,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VT-1,Becca Balint,Liam Madden,2,CANTOR (analysis of comparable disticts),16.63977,0,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VT-1,Becca Balint,Liam Madden,1,Polls adjusted for house effects & other factors,29.77691,2.437514,2.437514,2.437514,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-9,Taysha Lee DeVaughan,H. Morgan Griffith,4,Expert ratings adjusted for national environment,-51.70387,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-9,Taysha Lee DeVaughan,H. Morgan Griffith,3,Fundamentals (non-polling factors),-50.48278,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-9,Taysha Lee DeVaughan,H. Morgan Griffith,2,CANTOR (analysis of comparable disticts),-47.97518,.8358126,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-9,Taysha Lee DeVaughan,H. Morgan Griffith,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-8,Donald S. Beyer Jr.,Karina A. Lipsman,4,Expert ratings adjusted for national environment,44.20452,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-8,Donald S. Beyer Jr.,Karina A. Lipsman,3,Fundamentals (non-polling factors),45.13962,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-8,Donald S. Beyer Jr.,Karina A. Lipsman,2,CANTOR (analysis of comparable disticts),50.27809,.8358126,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-8,Donald S. Beyer Jr.,Karina A. Lipsman,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-7,Abigail A. Spanberger,Yesli I. Vega,4,Expert ratings adjusted for national environment,7.65659,0,0,1.551055,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-7,Abigail A. Spanberger,Yesli I. Vega,3,Fundamentals (non-polling factors),-.8473694,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-7,Abigail A. Spanberger,Yesli I. Vega,2,CANTOR (analysis of comparable disticts),5.048869,.3292053,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-7,Abigail A. Spanberger,Yesli I. Vega,1,Polls adjusted for house effects & other factors,2.018188,1.670795,1.670795,1.670795,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-6,Jennifer Lynn Lewis,Ben L. Cline,4,Expert ratings adjusted for national environment,-35.31783,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-6,Jennifer Lynn Lewis,Ben L. Cline,3,Fundamentals (non-polling factors),-33.78493,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-6,Jennifer Lynn Lewis,Ben L. Cline,2,CANTOR (analysis of comparable disticts),-33.53568,.8358126,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-6,Jennifer Lynn Lewis,Ben L. Cline,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-5,Joshua M. Throneburg,Robert G. “Bob” Good,4,Expert ratings adjusted for national environment,-23.76951,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-5,Joshua M. Throneburg,Robert G. “Bob” Good,3,Fundamentals (non-polling factors),-17.00644,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-5,Joshua M. Throneburg,Robert G. “Bob” Good,2,CANTOR (analysis of comparable disticts),-21.14468,.8358126,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-5,Joshua M. Throneburg,Robert G. “Bob” Good,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-4,A. Donald McEachin,Leon Benjamin Sr.,4,Expert ratings adjusted for national environment,26.00144,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-4,A. Donald McEachin,Leon Benjamin Sr.,3,Fundamentals (non-polling factors),26.02973,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-4,A. Donald McEachin,Leon Benjamin Sr.,2,CANTOR (analysis of comparable disticts),35.56538,.8358126,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-4,A. Donald McEachin,Leon Benjamin Sr.,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-3,Robert C. “Bobby” Scott,Terry T. Namkung,4,Expert ratings adjusted for national environment,29.81046,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-3,Robert C. “Bobby” Scott,Terry T. Namkung,3,Fundamentals (non-polling factors),30.49951,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-3,Robert C. “Bobby” Scott,Terry T. Namkung,2,CANTOR (analysis of comparable disticts),36.62247,.8358126,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-3,Robert C. “Bobby” Scott,Terry T. Namkung,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-2,Elaine G. Luria,Jen A. Kiggans,4,Expert ratings adjusted for national environment,2.412716,0,0,1.568605,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-2,Elaine G. Luria,Jen A. Kiggans,3,Fundamentals (non-polling factors),-5.623424,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-2,Elaine G. Luria,Jen A. Kiggans,2,CANTOR (analysis of comparable disticts),.6613938,.2940187,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-2,Elaine G. Luria,Jen A. Kiggans,1,Polls adjusted for house effects & other factors,1.118778,1.705981,1.705981,1.705981,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-1,Herbert C. “Herb” Jones Jr.,Rob J. Wittman,4,Expert ratings adjusted for national environment,-24.56134,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-1,Herbert C. “Herb” Jones Jr.,Rob J. Wittman,3,Fundamentals (non-polling factors),-20.75854,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-1,Herbert C. “Herb” Jones Jr.,Rob J. Wittman,2,CANTOR (analysis of comparable disticts),-21.89636,.8358126,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-1,Herbert C. “Herb” Jones Jr.,Rob J. Wittman,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-11,Gerald E. “Gerry” Connolly,James G. “Jim” Myles,4,Expert ratings adjusted for national environment,33.29793,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-11,Gerald E. “Gerry” Connolly,James G. “Jim” Myles,3,Fundamentals (non-polling factors),34.4983,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-11,Gerald E. “Gerry” Connolly,James G. “Jim” Myles,2,CANTOR (analysis of comparable disticts),36.69404,.8358126,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-11,Gerald E. “Gerry” Connolly,James G. “Jim” Myles,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-10,Jennifer T. Wexton,Hung Cao,4,Expert ratings adjusted for national environment,14.70564,0,0,1.243889,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-10,Jennifer T. Wexton,Hung Cao,3,Fundamentals (non-polling factors),9.390343,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-10,Jennifer T. Wexton,Hung Cao,2,CANTOR (analysis of comparable disticts),7.385284,.8358126,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,VA-10,Jennifer T. Wexton,Hung Cao,1,Polls adjusted for house effects & other factors,5.399563,1.054933,1.054933,1.054933,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,UT-4,Darlene McDonald,Burgess Owens,4,Expert ratings adjusted for national environment,-28.91031,0,0,1.117594,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,UT-4,Darlene McDonald,Burgess Owens,3,Fundamentals (non-polling factors),-26.86632,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,UT-4,Darlene McDonald,Burgess Owens,2,CANTOR (analysis of comparable disticts),-23.08812,.8358126,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,UT-4,Darlene McDonald,Burgess Owens,1,Polls adjusted for house effects & other factors,-27.89589,.8017146,.8017146,.8017146,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,UT-3,Glenn J. Wright,John Curtis,4,Expert ratings adjusted for national environment,-31.5439,0,0,1.117594,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,UT-3,Glenn J. Wright,John Curtis,3,Fundamentals (non-polling factors),-33.51329,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,UT-3,Glenn J. Wright,John Curtis,2,CANTOR (analysis of comparable disticts),-20.36843,.8358126,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,UT-3,Glenn J. Wright,John Curtis,1,Polls adjusted for house effects & other factors,-25.80885,.8017146,.8017146,.8017146,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,UT-2,Nick Mitchell,Chris Stewart,4,Expert ratings adjusted for national environment,-27.35915,0,0,1.118412,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,UT-2,Nick Mitchell,Chris Stewart,3,Fundamentals (non-polling factors),-28.7807,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,UT-2,Nick Mitchell,Chris Stewart,2,CANTOR (analysis of comparable disticts),-19.02405,.8358126,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,UT-2,Nick Mitchell,Chris Stewart,1,Polls adjusted for house effects & other factors,-20.4929,.8033559,.8033559,.8033559,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,UT-1,Rick Edwin Jones,Blake D. Moore,4,Expert ratings adjusted for national environment,-35.92064,0,0,1.118004,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,UT-1,Rick Edwin Jones,Blake D. Moore,3,Fundamentals (non-polling factors),-38.58132,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,UT-1,Rick Edwin Jones,Blake D. Moore,2,CANTOR (analysis of comparable disticts),-19.37782,.8358126,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,UT-1,Rick Edwin Jones,Blake D. Moore,1,Polls adjusted for house effects & other factors,-30.52309,.8025377,.8025377,.8025377,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,TX-9,Al Green,Jimmy I. Leon,4,Expert ratings adjusted for national environment,47.87502,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,TX-9,Al Green,Jimmy I. Leon,3,Fundamentals (non-polling factors),49.19002,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,TX-9,Al Green,Jimmy I. Leon,2,CANTOR (analysis of comparable disticts),50.80767,.8358126,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,TX-9,Al Green,Jimmy I. Leon,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,TX-8,Laura Jones,Morgan Luttrell,4,Expert ratings adjusted for national environment,-30.52269,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,TX-8,Laura Jones,Morgan Luttrell,3,Fundamentals (non-polling factors),-29.10511,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,TX-8,Laura Jones,Morgan Luttrell,2,CANTOR (analysis of comparable disticts),-25.87104,.8358126,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,TX-8,Laura Jones,Morgan Luttrell,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,TX-7,Lizzie Fletcher,Johnny Teague,4,Expert ratings adjusted for national environment,20.79205,0,0,.7177314,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,TX-7,Lizzie Fletcher,Johnny Teague,3,Fundamentals (non-polling factors),16.40122,0,1.284435,1.284435,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,TX-7,Lizzie Fletcher,Johnny Teague,2,CANTOR (analysis of comparable disticts),29.15827,.8358126,.1545999,.1545999,40000,00:12:39  8 Nov 2022
2022,House,11/8/22,TX-7,Lizzie Fletcher,Johnny Teague,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:12:39  8 Nov 2022
